stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
2718,22,R. Campolide / Av. José Malhoa,,38.73670230,-9.16780200,,,0,,,
2708,3,R. B (B. Liberdade),,38.73464750,-9.17022300,,,0,,,
6401,15,Av. João XXI,,38.74220350,-9.14035000,,,0,,,
4112,31,Belém (Museu Coches),,38.69745650,-9.19858500,,,0,,,
4102,15,Estação Fluvial Belém,,38.69671350,-9.19913100,,,0,,,
8916,21,R. João Nascimento Costa,,38.73415550,-9.12083100,,,0,,,
8906,31,R. Capitão Roby,,38.73796850,-9.12243200,,,0,,,
2020,2,Estação Entrecampos,,38.74456950,-9.14762200,,,0,,,
2010,26,Av. Forças Armadas / R. Sanches Coelho,,38.74770850,-9.15167600,,,0,,,
4206,31,Algés,,38.69862850,-9.22739710,,,0,,,
9802,22,Cç. Lajes,,38.72555350,-9.11871900,,,0,,,
9812,28,Av. Inf. D. Henrique (Tipografia),,38.72280930,-9.11355940,,,0,,,
9822,9,Av. Inf. D. Henrique (Ponte Xabregas),,38.72553480,-9.11239200,,,0,,,
3708,5,Pç. Dr. Fernando Amado,,38.74633750,-9.11297400,,,0,,,
3718,9,Av. Paulo VI (Igreja),,38.74319350,-9.11194700,,,0,,,
7401,14,Av. Gago Coutinho / Av. D. Rodrigo Cunha,,38.75509050,-9.13020300,,,0,,,
7411,19,Lg. Frei Heitor Pinto,,38.75429150,-9.13888700,,,0,,,
8716,17,Tribunal Monsanto,,38.73295750,-9.19192300,,,0,,,
8706,18,Monsanto,,38.73256250,-9.18975900,,,0,,,
2124,3,Campo Sta. Clara,,38.71578130,-9.12386530,,,0,,,
2114,2,Estação Sta. Apolónia,,38.71353050,-9.12280700,,,0,,,
2104,46,R. Bica Sapato,,38.71689000,-9.12071750,,,0,,,
9906,4,Sta. Catarina,,38.71101070,-9.14692890,,,0,,,
3020,30,R. Bernardino Machado,,38.74360960,-9.21966400,,,0,,,
3010,16,Pç. Marquês Minas,,38.74412050,-9.21990300,,,0,,,
6132,9,B. Cç. Mestres - Rua 12,,38.72798550,-9.17039400,,,0,,,
6122,25,R. Campolide,,38.72931760,-9.16243800,,,0,,,
6112,7,B. Cç. Mestres - Rua 5,,38.72626750,-9.16754600,,,0,,,
9706,7,R. D. Constantino Bragança,,38.70636650,-9.21605900,,,0,,,
9716,4,R. S. Francisco Xavier,,38.69877360,-9.21783600,,,0,,,
6102,8,Campolide,,38.72703940,-9.16237770,,,0,,,
8319,30,Xabregas,,38.72610750,-9.11348900,,,0,,,
8309,28,Xabregas - R. Manutenção,,38.72670750,-9.10985370,,,0,,,
1401,3,Igreja S. Sebastião Pedreira,,38.73180550,-9.15161200,,,0,,,
7102,9,Conde Barão - Av. 24 Julho,,38.70639380,-9.14909410,,,0,,,
4501,4,Sul e Sueste,,38.70851650,-9.13355600,,,0,,,
7216,8,Qta. Moleirinha,,38.78432150,-9.16132000,,,0,,,
2401,11,Av. Mediterrâneo,,38.76240660,-9.09846400,,,0,,,
5501,21,Pç. Comércio,,38.70837510,-9.13636550,,,0,,,
33102,12,Av. Berna (Rego),,38.73980760,-9.15165200,,,0,,,
33101,12,Av. Berna (Rego),,38.73975550,-9.15121300,,,0,,,
1102,9,Av. Liberdade,,38.72024450,-9.14571600,,,0,,,
6501,40,Estefânia,,38.73211950,-9.14105200,,,0,,,
4210,11,Algés,,38.69845630,-9.22748030,,,0,,,
1206,8,Mq. Pombal - Av. Fontes P. Melo,,38.72625430,-9.14975820,,,0,,,
4220,1,Algés,,38.69948450,-9.22779100,,,0,,,
1216,8,Mq. Pombal - R. Alexandre Herculano,,38.72267050,-9.14938200,,,0,,,
7407,13,Av. Sta. Joana Princesa,,38.75458950,-9.13638000,,,0,,,
8718,16,B. Monsanto,,38.73270750,-9.19360400,,,0,,,
2132,38,Estação Sta. Apolónia,,38.71419730,-9.12210190,,,0,,,
8708,15,Luneta Quartéis,,38.73145250,-9.19745900,,,0,,,
2122,13,R. Paraíso,,38.71385950,-9.12470700,,,0,,,
4304,9,Cruz Quebrada,,38.70186050,-9.25134400,,,0,,,
7521,30,R. Cidade Nampula,,38.76430450,-9.12045600,,,0,,,
7501,30,Av. Brasil (Rot. Relógio),,38.76240560,-9.13008400,,,0,,,
7511,20,Av. Alm. Gago Coutinho (Rot. Relógio),,38.76236760,-9.12944900,,,0,,,
8010,29,Terramotos,,38.72155450,-9.16719700,,,0,,,
2206,24,Vale Formoso Cima,,38.74944450,-9.10481200,,,0,,,
6128,13,R. Artilharia Um,,38.72668850,-9.15857200,,,0,,,
6118,29,Palácio Justiça,,38.73113850,-9.15608200,,,0,,,
6108,9,Cç. Mestres,,38.72692050,-9.16497900,,,0,,,
8114,19,Estrela (Basílica),,38.71386350,-9.16059800,,,0,,,
8104,9,Jardim Estrela,,38.71577050,-9.15957700,,,0,,,
1407,6,Av. Visconde Valmor,,38.73751750,-9.14951400,,,0,,,
9104,2,R. Penha França,,38.72387560,-9.12937700,,,0,,,
9114,42,R. Afonso Domingues,,38.72064450,-9.12455700,,,0,,,
9124,33,R. Leite Vasconcelos,,38.71762120,-9.12506890,,,0,,,
4507,39,Sul e Sueste,,38.70737750,-9.13306100,,,0,,,
1501,5,B. Azul (Gulbenkian),,38.73670650,-9.15580000,,,0,,,
1511,10,Av. Calouste Gulbenkian (Viaduto),,38.73616350,-9.16020900,,,0,,,
7304,32,Qta. Sto. António,,38.75189760,-9.13081400,,,0,,,
5805,30,Campo Grande Norte,,38.75808160,-9.15344590,,,0,,,
5815,5,Inst. Ricardo Jorge,,38.76705450,-9.16408000,,,0,,,
5825,19,Campo Grande (Metro),,38.76049450,-9.15598300,,,0,,,
5835,17,R. Manuel Marques,,38.76630950,-9.15417500,,,0,,,
2511,10,R. Caribe,,38.76597250,-9.09817400,,,0,,,
8441,7,Sport Lisboa Olivais,,38.76151650,-9.10828700,,,0,,,
5601,7,Igreja Sta. Maria Madalena,,38.71004550,-9.13526600,,,0,,,
8401,22,Av. Cidade L. Marques S,,38.76267150,-9.11938200,,,0,,,
6825,25,Rato,,38.72034850,-9.15366100,,,0,,,
6815,36,R. Custódio Vieira,,38.72032450,-9.15904700,,,0,,,
6805,34,Rato,,38.71983150,-9.15506500,,,0,,,
1220,40,Marquês Pombal,,38.72615560,-9.15024480,,,0,,,
2128,1,Estação Sta. Apolónia (Mercadorias),,38.71679460,-9.11915300,,,0,,,
2118,43,Estação Sta. Apolónia,,38.71379370,-9.12253760,,,0,,,
2108,44,R. Washington,,38.71823050,-9.12123200,,,0,,,
9401,9,Alcântara,,38.70685060,-9.17360800,,,0,,,
6611,8,Gomes Freire - R. Joaquim Bonifácio,,38.72733950,-9.14204000,,,0,,,
6601,18,Av. Duque Loulé,,38.72792350,-9.14515200,,,0,,,
9411,5,Qta. Cabrinha - Av. Ceuta,,38.71292390,-9.17535360,,,0,,,
9421,21,R. Possidónio Silva,,38.71042250,-9.17132400,,,0,,,
7825,15,Estação Oriente,,38.76717330,-9.09909350,,,0,,,
7805,1,Estação Oriente,,38.76847250,-9.09883100,,,0,,,
7507,15,Qta. Narigão,,38.75791150,-9.12992600,,,0,,,
7517,39,Pç. Aeroporto,,38.76321750,-9.12859900,,,0,,,
2220,25,Vale Formoso Cima,,38.75043450,-9.10439200,,,0,,,
2210,7,B. Prodac,,38.74673850,-9.10687100,,,0,,,
7601,40,Aeroporto,,38.76782850,-9.12870900,,,0,,,
8112,14,Estrela (Basílica),,38.71371660,-9.16023000,,,0,,,
8102,20,Estrela,,38.71327550,-9.16217100,,,0,,,
2324,2,Av. Inf. D. Henrique / Av. Berlim,,38.76657050,-9.10437100,,,0,,,
2304,5,Rot. Cabo Ruivo,,38.75634210,-9.10454370,,,0,,,
9102,3,Pç. António Sardinha,,38.72596950,-9.12993900,,,0,,,
9112,41,R. Sapadores,,38.72107750,-9.12703800,,,0,,,
9122,32,R. Sra. Glória,,38.71804050,-9.12740600,,,0,,,
3304,27,R. Beneficência,,38.74396650,-9.15808800,,,0,,,
1805,41,Av. República,,38.73833550,-9.14581800,,,0,,,
1507,10,Av. Madame Curie,,38.73833250,-9.16195800,,,0,,,
9206,32,Hosp. Sto. António Capuchos,,38.72256750,-9.14154500,,,0,,,
1601,11,R. Dr. António Granjo,,38.73883350,-9.16460800,,,0,,,
1611,13,Sete Rios,,38.74128400,-9.16795300,,,0,,,
1621,12,Estação Sete Rios,,38.74056250,-9.16740500,,,0,,,
5803,13,Campo Grande Norte,,38.75910960,-9.15567800,,,0,,,
5813,4,Av. Rainha D. Amélia,,38.76676940,-9.16065700,,,0,,,
5823,2,Inst. Ricardo Jorge,,38.76255750,-9.16361100,,,0,,,
5833,19,Qta. Lambert - R. Agostinho Neto,,38.76294650,-9.15349600,,,0,,,
2805,7,Estação Benfica,,38.74470550,-9.19884700,,,0,,,
5905,2,Lumiar (Estr. Torre),,38.77378950,-9.16139200,,,0,,,
5915,32,Lumiar - Av. Padre Cruz,,38.77449550,-9.16378400,,,0,,,
5925,15,R. Prof. M. Valadares,,38.77560200,-9.16072960,,,0,,,
5935,7,INETI,,38.76904150,-9.17924700,,,0,,,
8407,18,Av. Mar. Gomes Costa (Poço Cortes),,38.75975960,-9.11676800,,,0,,,
8437,31,Olivais (Centro Cívico),,38.76324750,-9.11735600,,,0,,,
8427,26,R. Cons. Emídio Navarro (ISEL),,38.75709850,-9.11660400,,,0,,,
6823,13,Jardim Amoreiras,,38.72151350,-9.15653700,,,0,,,
6813,37,Rato - R. D. João V,,38.72076550,-9.15631600,,,0,,,
3825,3,R. Alecrim,,38.70758950,-9.14334200,,,0,,,
6803,6,Av. Álvares Cabral,,38.71768850,-9.15716500,,,0,,,
3805,1,Cais Sodré,,38.70531950,-9.14391100,,,0,,,
5701,28,Cidade Universitária,,38.75384950,-9.15651500,,,0,,,
8511,17,Amoreiras,,38.72386450,-9.16057600,,,0,,,
8501,9,Amoreiras,,38.72438080,-9.16103910,,,0,,,
6905,14,Hosp. D. Estefânia,,38.72761150,-9.13977600,,,0,,,
9417,23,Alcântara,,38.70627450,-9.17338100,,,0,,,
3601,6,Lg. Chelas,,38.73982650,-9.11783400,,,0,,,
3611,16,B. Armador,,38.74708280,-9.11875520,,,0,,,
7823,3,Av. Boa Esperança,,38.77449750,-9.09709000,,,0,,,
7803,44,Olivais Velho - Av. Inf. D. Henrique,,38.77003850,-9.10431900,,,0,,,
7813,1,Estação Oriente (Interface),,38.76757050,-9.09998200,,,0,,,
6721,13,Cç. Estrela,,38.71221850,-9.15513600,,,0,,,
9501,13,Hosp. Egas Moniz - Av. India,,38.69742250,-9.18814600,,,0,,,
9511,26,R. Junqueira (Centro Congressos),,38.70000150,-9.18342700,,,0,,,
6701,30,Assembleia República,,38.71100350,-9.15350100,,,0,,,
7905,47,R. Laureano Oliveira,,38.77697060,-9.10174260,,,0,,,
7915,2,R. Pe. Joaquim Alves Correia,,38.77271330,-9.10279930,,,0,,,
8108,16,R. Domingos Sequeira,,38.71510250,-9.16303000,,,0,,,
7721,38,Pç. Casas Novas,,38.77291450,-9.11313100,,,0,,,
7701,33,Av. Cidade L. Marques N,,38.76740460,-9.11931300,,,0,,,
7711,27,Av. Berlim / Tv. Courelas,,38.76768750,-9.10583600,,,0,,,
9108,36,Av. General Roçadas,,38.72488150,-9.12861600,,,0,,,
9118,10,Sapadores,,38.72128350,-9.12919100,,,0,,,
9128,17,Sapadores,,38.72133860,-9.12989600,,,0,,,
1803,8,Saldanha,,38.73392300,-9.14534600,,,0,,,
8314,23,Av. Inf. D. Henrique (Beato ID),,38.73129830,-9.10552330,,,0,,,
8304,25,Xabregas,,38.72825350,-9.10964200,,,0,,,
9210,1,Campo Mártires Pátria,,38.72239250,-9.13961000,,,0,,,
1905,35,Campo Pequeno,,38.74355650,-9.14485700,,,0,,,
1915,13,Campo Pequeno - Av. Berna,,38.74112550,-9.14725900,,,0,,,
2813,8,R. José Augusto Seabra,,38.74417350,-9.20023800,,,0,,,
9304,26,R. Correia Teles,,38.71875250,-9.17128300,,,0,,,
2803,14,R. Gen. Morais Sarmento,,38.74731250,-9.19774600,,,0,,,
1701,38,Av. Fontes P. Melo,,38.72877750,-9.14775900,,,0,,,
5903,4,Qta. Conchas,,38.77033850,-9.15970600,,,0,,,
5913,4,Castanheira Moura,,38.77417950,-9.15686300,,,0,,,
5923,7,Cç. Carriche / Estr. Militar,,38.77809950,-9.16423700,,,0,,,
5933,21,Az. S. Gonçalo,,38.78186350,-9.15696300,,,0,,,
5953,10,R. F. Lopes Graça / R. César Oliveira,,38.76919540,-9.17149200,,,0,,,
2905,1,B. Sta. Cruz,,38.74770350,-9.20702600,,,0,,,
4001,15,Alcântara - Av. 24 Julho,,38.70414300,-9.17381900,,,0,,,
3803,19,Cais Sodré,,38.70624150,-9.14502000,,,0,,,
8845,5,Alto Zambujal,,38.73646150,-9.21275900,,,0,,,
8815,13,Estr. Alfragide,,38.74075350,-9.20889400,,,0,,,
8835,15,Estr. Buraca,,38.74163250,-9.20281700,,,0,,,
8517,24,R. Amoreiras,,38.72321360,-9.16011700,,,0,,,
8507,27,Cruz Almas,,38.72534250,-9.16362700,,,0,,,
2711,10,Tarujo,,38.73495490,-9.16508460,,,0,,,
2701,10,Estação Campolide,,38.73135860,-9.16853430,,,0,,,
6903,41,Hosp. D. Estefânia,,38.72946950,-9.14048900,,,0,,,
3905,16,Cais Rocha (Museu Nac. Arte Antiga),,38.70350450,-9.16272600,,,0,,,
3915,18,Santos-o-Velho,,38.70694300,-9.15817200,,,0,,,
8601,7,Av. Ceuta (Viveiros),,38.72297150,-9.17484700,,,0,,,
9805,13,R. Madre Deus,,38.72285250,-9.11509300,,,0,,,
9825,33,Cç. Cruz Pedra,,38.72038250,-9.11810300,,,0,,,
9507,15,R. Pinto Ferreira,,38.69801450,-9.19053500,,,0,,,
3701,14,R. Dinah Silveira Queiroz,,38.74073450,-9.11191200,,,0,,,
3711,8,B. Salgadas,,38.73840350,-9.11315200,,,0,,,
7903,48,Moscavide Centro - R. Franc. M. Beato,,38.77963250,-9.10250000,,,0,,,
6021,10,Av. Dr. José Salvado Sampaio,,38.78028950,-9.15321900,,,0,,,
6011,14,Igreja Charneca,,38.78340750,-9.14262500,,,0,,,
9601,11,Cç. Galvão,,38.70068150,-9.20299700,,,0,,,
6001,36,R. João Amaral,,38.78729550,-9.14916310,,,0,,,
7001,10,R. Barão Sabrosa,,38.73520050,-9.12896500,,,0,,,
7011,26,Pç. Paiva Couceiro / R. Morais Soares,,38.73211250,-9.12829200,,,0,,,
1903,42,Campo Pequeno - Av. República,,38.74277750,-9.14669200,,,0,,,
1001,34,Restauradores,,38.71569020,-9.14132380,,,0,,,
1011,35,Restauradores,,38.71583590,-9.14145190,,,0,,,
8843,29,B. Zambujal,,38.73873440,-9.21058240,,,0,,,
8813,12,R. Venezuela,,38.74510760,-9.20273900,,,0,,,
8803,8,Qta. Torres,,38.73321660,-9.20779900,,,0,,,
8823,9,R. Creche,,38.74398450,-9.21106200,,,0,,,
4111,10,Belém,,38.69711850,-9.20083400,,,0,,,
4101,12,Estação Fluvial Belém,,38.69621960,-9.19833600,,,0,,,
3913,26,Santos,,38.70664550,-9.15574900,,,0,,,
8915,43,R. Frederico Perry Vidal,,38.73599250,-9.12227400,,,0,,,
8905,3,R. Aquiles Machado,,38.73829550,-9.12471100,,,0,,,
2051,16,Estação Entrecampos,,38.74536950,-9.14780000,,,0,,,
2021,14,Estação Entrecampos,,38.74550360,-9.14739600,,,0,,,
2011,44,Entrecampos,,38.74757870,-9.14785810,,,0,,,
2001,41,Entrecampos,,38.74725830,-9.14779780,,,0,,,
4217,10,Palácio Anjos,,38.69923350,-9.23070800,,,0,,,
4207,23,Algés,,38.69928470,-9.22707920,,,0,,,
9803,12,R. D. Fuas Roupinho,,38.72440360,-9.11739000,,,0,,,
9813,9,Cç. Cruz Pedra,,38.72051050,-9.11686800,,,0,,,
9823,32,Esc. Patricio Prazeres,,38.72128850,-9.11983300,,,0,,,
8711,20,Estr. Oliveiras Baixo (Bombeiros),,38.72617750,-9.19628200,,,0,,,
8701,11,Cruz Oliveiras,,38.72659550,-9.19374900,,,0,,,
3021,1,Alto Damaia,,38.74349150,-9.21751500,,,0,,,
3001,4,Av. Padre Himalaia,,38.74494350,-9.22172000,,,0,,,
3011,5,Pç. Marquês Minas,,38.74379550,-9.22020500,,,0,,,
6131,6,Alto Carvalhão,,38.72592000,-9.16483000,,,0,,,
6121,8,R. Campolide,,38.73060290,-9.16230440,,,0,,,
6111,8,B. Cç. Mestres - Rua 10,,38.72943850,-9.16707100,,,0,,,
6101,32,Campolide,,38.72759450,-9.16177900,,,0,,,
9711,26,Av. D. Vasco Gama,,38.70139950,-9.21678000,,,0,,,
7101,18,Conde Barão - Av. 24 Julho,,38.70630720,-9.14852910,,,0,,,
7111,15,R. Poço Negros,,38.70980050,-9.15172400,,,0,,,
7207,48,Cç. Carriche / Estr. Desvio,,38.78295420,-9.16472260,,,0,,,
7217,8,Estr. Desvio / R. Prof. J. Pinto Correia,,38.78197850,-9.16281900,,,0,,,
5510,33,R. Ouro,,38.71046250,-9.13855800,,,0,,,
8913,2,Olaias (Piscina),,38.73988550,-9.12369100,,,0,,,
8903,2,R. Prof. Mira Fernandes,,38.73806650,-9.12340200,,,0,,,
4211,40,Algés,,38.69895950,-9.22717400,,,0,,,
4201,41,Algés,,38.69860060,-9.22725290,,,0,,,
1207,36,Mq. Pombal - R. Braamcamp,,38.72412760,-9.15064200,,,0,,,
1217,4,R. Sta. Marta,,38.72515250,-9.14619300,,,0,,,
10521,5,Lg. Academia Nacional Belas Artes,,38.70803450,-9.13989600,,,0,,,
2131,8,Cç. Sta. Apolónia,,38.71777350,-9.11901400,,,0,,,
2111,24,Estação Sta. Apolónia,,38.71398900,-9.12192040,,,0,,,
2101,15,Estação Sta. Apolónia,,38.71427240,-9.12283130,,,0,,,
9903,16,Cç. Combro,,38.71096950,-9.14948200,,,0,,,
4307,3,Cruz Quebrada,,38.70196620,-9.25147720,,,0,,,
7520,29,R. Cidade João Belo,,38.76347950,-9.12280500,,,0,,,
8011,4,Terramotos,,38.72111150,-9.16744800,,,0,,,
8001,3,R. Saraiva Carvalho,,38.71531850,-9.16459800,,,0,,,
2217,15,Av. Paulo VI,,38.74804850,-9.10807300,,,0,,,
2207,10,Estação Braço Prata,,38.74709150,-9.10496700,,,0,,,
9001,9,Alto Pina,,38.73755650,-9.12772300,,,0,,,
10723,9,B. Calhau,,38.73927150,-9.17761900,,,0,,,
10722,10,Palácio Marquês Fronteira,,38.74052880,-9.17999820,,,0,,,
10721,8,Palácio Marquês Fronteira,,38.74037730,-9.18019040,,,0,,,
10720,17,Mercado S. Domingos Benfica,,38.74398650,-9.18029140,,,0,,,
10726,11,Pq. Recreativo Alto Serafina,,38.73585550,-9.17964900,,,0,,,
1510,16,Av. Madame Curie,,38.73815350,-9.16184000,,,0,,,
7201,9,Qta. Alcoutins,,38.78034890,-9.17232540,,,0,,,
7211,50,Sr. Roubado,,38.78694650,-9.17041300,,,0,,,
7307,13,Qta. Sto. António,,38.75259760,-9.13045600,,,0,,,
5602,17,R. Conceição / R. Fanqueiros,,38.70994150,-9.13595700,,,0,,,
1201,29,Mq. Pombal - Av. Duque Loulé,,38.72604700,-9.14763100,,,0,,,
1211,5,Mq. Pombal - R. Alexandre Herculano,,38.72291950,-9.14926100,,,0,,,
6602,13,Av. Duque Loulé,,38.72783070,-9.14564440,,,0,,,
4301,2,Cruz Quebrada (Fac. Motricidade Humana),,38.70516550,-9.25252300,,,0,,,
14730,17,Av. Avelino Teixeira Mota (CERCI),,38.75212050,-9.12085200,,,0,,,
2211,18,Av. Paulo VI,,38.74827650,-9.10792900,,,0,,,
2201,16,Fábrica Gás,,38.75030650,-9.09632200,,,0,,,
7602,15,Aeroporto,,38.76895860,-9.12797300,,,0,,,
8111,6,Estrela (Basílica),,38.71363660,-9.16005600,,,0,,,
8101,11,Estrela,,38.71316050,-9.16201900,,,0,,,
2307,15,Gás Portugal,,38.75349460,-9.09613800,,,0,,,
9101,8,Pç. António Sardinha,,38.72588750,-9.13005700,,,0,,,
9111,20,R. Sapadores,,38.72122360,-9.12718100,,,0,,,
9121,5,R. Leite Vasconcelos,,38.71771060,-9.12501100,,,0,,,
9131,12,R. Graça,,38.71921750,-9.12987500,,,0,,,
9207,43,Campo Santana,,38.72290850,-9.14033000,,,0,,,
1602,15,R. Dr. António Granjo,,38.73863650,-9.16458700,,,0,,,
1612,42,Sete Rios,,38.74233350,-9.16787280,,,0,,,
7301,11,Av. Estados Unidos América,,38.74898050,-9.13288600,,,0,,,
10828,8,R. Augusto Pina,,38.74964250,-9.18619400,,,0,,,
10829,8,Pupilos Exército,,38.74669260,-9.18459000,,,0,,,
5904,13,Qta. Conchas,,38.77023850,-9.15989500,,,0,,,
10824,9,R. Prof. Reinaldo Santos,,38.74781050,-9.18849100,,,0,,,
5914,19,Az. Poço Baixo,,38.77262550,-9.17042100,,,0,,,
10825,23,R. Augusto Pina,,38.74949960,-9.18561600,,,0,,,
5924,26,R. Prof. M. Valadares,,38.77558190,-9.16055580,,,0,,,
5934,17,Az. Torre Fato,,38.77010350,-9.17759500,,,0,,,
10826,19,R. Prof. Reinaldo Santos,,38.74735200,-9.18897500,,,0,,,
10827,19,Colégio Militar (Metro),,38.75172850,-9.18759500,,,0,,,
10820,1,Colégio Militar (Metro),,38.75252950,-9.18944300,,,0,,,
5954,26,Paço Lumiar,,38.76940250,-9.17361500,,,0,,,
10821,7,R. Prof. Reinaldo Santos,,38.74702850,-9.18871100,,,0,,,
10822,4,Calhariz - R. Ten. Coronel Ribeiro Reis,,38.74627050,-9.18981900,,,0,,,
8510,2,Amoreiras,,38.72399850,-9.15978300,,,0,,,
8520,7,Amoreiras (C. Comercial),,38.72242140,-9.16115000,,,0,,,
6904,4,Hosp. D. Estefânia,,38.72952750,-9.14035600,,,0,,,
3602,35,Lg. Chelas,,38.74001650,-9.11749900,,,0,,,
3612,12,Bela Vista,,38.74897250,-9.11618100,,,0,,,
1301,2,Av. António Augusto Aguiar,,38.72912750,-9.14931700,,,0,,,
6720,8,Cç. Estrela / R. Borges Carneiro,,38.71237750,-9.15534750,,,0,,,
9510,31,Tv. Artur Lamas,,38.70011950,-9.19182500,,,0,,,
7904,4,Moscavide Centro - R. Franc. M. Beato,,38.77963450,-9.10443000,,,0,,,
2311,36,Av. Inf. D. Henrique (Centieira),,38.75949750,-9.10331500,,,0,,,
2301,34,Av. Mar. Gomes Costa (Universidade),,38.75731360,-9.10866200,,,0,,,
7720,16,Pç. Casas Novas,,38.77255450,-9.11368600,,,0,,,
7710,9,Av. Berlim / Av. Cidade Luanda,,38.76838750,-9.11160900,,,0,,,
8201,23,Alfândega (Terminal Cruzeiros),,38.71059560,-9.12730700,,,0,,,
10927,8,R. Pedralvas,,38.75392760,-9.20617600,,,0,,,
10926,23,R. Pedralvas,,38.75397030,-9.20609250,,,0,,,
10921,24,Benfica - Av. Grão Vasco,,38.75013450,-9.20322900,,,0,,,
10920,2,Benfica - Av. Grão Vasco,,38.74993250,-9.20304400,,,0,,,
3301,5,R. Beneficência (Rego),,38.74168150,-9.15616600,,,0,,,
3311,10,Av. Álvaro Pais,,38.74533150,-9.15241300,,,0,,,
8317,13,Cç. Grilo,,38.73000150,-9.10869900,,,0,,,
8307,13,Al. Beato,,38.73309560,-9.10553500,,,0,,,
9201,20,Paço Rainha,,38.72362150,-9.13774200,,,0,,,
9211,10,Campo Santana,,38.72365450,-9.13984300,,,0,,,
1904,10,Campo Pequeno - Av. Defensores Chaves,,38.74179050,-9.14423900,,,0,,,
1914,11,Campo Pequeno - Av. Berna,,38.74125160,-9.14793500,,,0,,,
1710,12,Pç. José Fontana,,38.72953160,-9.14356300,,,0,,,
2720,14,R. C (B. Liberdade),,38.73534750,-9.17172200,,,0,,,
2710,23,Tarujo,,38.73479160,-9.16516000,,,0,,,
8602,18,Av. Ceuta (Viveiros),,38.72346650,-9.17489500,,,0,,,
3720,16,Av. Paulo VI / R. José Patrocínio,,38.74436650,-9.11092400,,,0,,,
3710,14,Av. João Paulo II,,38.74737160,-9.11044900,,,0,,,
9602,33,Cç. Galvão,,38.70029650,-9.20304600,,,0,,,
8311,29,Av. Inf. D. Henrique (Doca Xabregas),,38.72898150,-9.10701700,,,0,,,
8301,10,Ponte Xabregas,,38.72626850,-9.11186300,,,0,,,
8321,31,Mercado Xabregas,,38.72778150,-9.11467600,,,0,,,
24384,1,ISEL,,38.75667350,-9.11323500,,,0,,,
24385,27,R. Tomás Alcaide,,38.75281050,-9.11032100,,,0,,,
24386,6,R. Tomás Alcaide,,38.75300050,-9.11030800,,,0,,,
24387,28,R. Manuel Teixeira Gomes,,38.75174550,-9.10948500,,,0,,,
24380,31,R. Eng. Rodrigues Carvalho,,38.75492250,-9.11812600,,,0,,,
24381,24,R. Eng. Rodrigues Carvalho,,38.75494260,-9.11794800,,,0,,,
24382,22,Esc. D. Dinis,,38.75253450,-9.11472900,,,0,,,
24383,1,ISEL,,38.75650750,-9.11334600,,,0,,,
24388,5,R. Manuel Teixeira Gomes,,38.75164250,-9.10935900,,,0,,,
24389,29,R. Manuel Teixeira Gomes (Esc. D. Dinis),,38.75204960,-9.11205600,,,0,,,
9301,34,Meia Laranja,,38.71581350,-9.17277700,,,0,,,
17571,16,B. Madre Deus (Escola),,38.73402250,-9.11264200,,,0,,,
17570,2,B. Madre Deus,,38.73192850,-9.11497100,,,0,,,
17573,34,Cç. Teixeira,,38.73567220,-9.11702220,,,0,,,
17572,25,B. Madre Deus (Escola),,38.73384060,-9.11275600,,,0,,,
8914,42,Pç. Sócrates Costa,,38.73504250,-9.12182100,,,0,,,
17575,33,Estr. Chelas,,38.73436100,-9.11717900,,,0,,,
8904,30,Cç. Picheleira,,38.73740750,-9.12421200,,,0,,,
17574,58,B. Madre Deus (Escola),,38.73386450,-9.11253500,,,0,,,
17577,32,R. Gualdim Pais,,38.73125150,-9.11680400,,,0,,,
17576,7,Estr. Chelas,,38.73463150,-9.11729100,,,0,,,
17579,7,Az. Salgada,,38.73638430,-9.11312970,,,0,,,
17578,8,R. Gualdim Pais,,38.73113150,-9.11683900,,,0,,,
9904,5,Cç. Combro,,38.71102650,-9.14983600,,,0,,,
9710,13,R. Alto Duque,,38.70087950,-9.22130000,,,0,,,
14602,2,Portagem (Cristo-Rei),,38.67427850,-9.17331900,,,0,,,
50066,2,Av. José Gomes Ferreira,,38.71489800,-9.23166000,,,0,,,
14601,8,Portagem (Cristo-Rei),,38.67381150,-9.17400000,,,0,,,
50067,36,R. Maria Pia / Estr. Loureiro,,38.71099350,-9.17241400,,,0,,,
50068,23,R. Maria Pia / Estr. Loureiro,,38.71107650,-9.17234400,,,0,,,
50069,39,R. Visconde Santarém,,38.73496350,-9.13994500,,,0,,,
7306,49,R. Guilhermina Suggia,,38.74797850,-9.13246900,,,0,,,
14005,7,Pq. Campismo,,38.72772550,-9.20903200,,,0,,,
14006,32,Pq. Campismo,,38.72792250,-9.20929500,,,0,,,
14007,6,Pq. Campismo (Receção),,38.72455150,-9.20801200,,,0,,,
14008,8,Pq. Campismo,,38.72804050,-9.20935500,,,0,,,
50161,9,Hosp. Forças Armadas,,38.76891250,-9.17424700,,,0,,,
50163,27,Estr. Torre,,38.77430150,-9.15947130,,,0,,,
14703,26,R. Luis Cristino Silva,,38.75811460,-9.12292400,,,0,,,
50162,3,Estr. Torre,,38.77416150,-9.15975000,,,0,,,
14702,30,R. Adães Bermudes,,38.75620250,-9.12071100,,,0,,,
50164,26,Rot. Cabo Ruivo,,38.75598090,-9.10427090,,,0,,,
